epoch,train_loss,val_loss,train_acc,val_acc,total_dice,total_recall,total_f1_score,dice_wt,precision_wt,recall_wt,f1_wt,specificity_wt,boundary_dice_wt,dice_tc,precision_tc,recall_tc,f1_tc,specificity_tc,boundary_dice_tc,dice_et,precision_et,recall_et,f1_et,specificity_et,boundary_dice_et
108,0.7503,0.7518,0.9929,0.9905,0.4116,0.5282,0.4045,0.3234,0.5675,0.3109,0.3234,0.9996,0.1807,0.5021,0.4206,0.7959,0.5021,0.9937,0.1823,0.4094,0.4596,0.4777,0.3879,0.9994,0.3233
109,0.7505,0.7522,0.9929,0.9904,0.4186,0.5443,0.4079,0.3537,0.5333,0.3439,0.3537,0.9995,0.1878,0.4769,0.4204,0.7349,0.4769,0.9941,0.1856,0.4253,0.3819,0.5542,0.393,0.9989,0.3063
110,0.7509,0.7539,0.993,0.9905,0.4184,0.5464,0.4112,0.3573,0.5312,0.3588,0.3573,0.9995,0.1929,0.4822,0.4193,0.7418,0.4822,0.9942,0.1838,0.4157,0.4013,0.5385,0.3942,0.999,0.3152
111,0.7508,0.7577,0.993,0.9899,0.4301,0.5969,0.4265,0.3836,0.5446,0.3797,0.3836,0.9994,0.1954,0.4906,0.3889,0.8167,0.4906,0.9928,0.1733,0.4161,0.3814,0.5941,0.4053,0.9987,0.3066
112,0.7509,0.7567,0.993,0.99,0.4392,0.5878,0.432,0.3846,0.5399,0.3872,0.3846,0.9994,0.2027,0.49,0.3964,0.8146,0.49,0.9929,0.176,0.443,0.4199,0.5617,0.4215,0.9991,0.3317
113,0.7512,0.7549,0.9931,0.9904,0.4341,0.5715,0.427,0.3729,0.5438,0.364,0.3729,0.9995,0.1979,0.4972,0.4078,0.7977,0.4972,0.9935,0.1834,0.4323,0.406,0.5527,0.4108,0.999,0.3266
114,0.7507,0.7532,0.9931,0.9905,0.4282,0.5761,0.4211,0.3832,0.5381,0.3836,0.3832,0.9994,0.195,0.4849,0.4092,0.7628,0.4849,0.9939,0.1847,0.4167,0.3743,0.582,0.3951,0.9988,0.2957
115,0.7505,0.756,0.993,0.9903,0.4368,0.5816,0.4261,0.3914,0.5428,0.3948,0.3914,0.9994,0.2,0.4813,0.399,0.7706,0.4813,0.9936,0.1772,0.4378,0.3873,0.5795,0.4055,0.9988,0.3081
116,0.7499,0.7549,0.993,0.9899,0.4165,0.5592,0.4094,0.3627,0.5295,0.3584,0.3627,0.9995,0.1928,0.4711,0.3968,0.7658,0.4711,0.9933,0.1698,0.4158,0.4024,0.5535,0.3943,0.9989,0.3053
117,0.7504,0.7536,0.993,0.9903,0.4068,0.526,0.3997,0.3491,0.5415,0.3364,0.3491,0.9995,0.1864,0.4602,0.4115,0.709,0.4602,0.9942,0.1766,0.4113,0.3963,0.5326,0.3898,0.9989,0.3046
118,0.7509,0.7588,0.993,0.9903,0.4412,0.5905,0.434,0.3881,0.5534,0.3818,0.3881,0.9995,0.2009,0.4976,0.4018,0.8075,0.4976,0.9932,0.1829,0.4379,0.4004,0.582,0.4164,0.9989,0.3219
119,0.7505,0.7651,0.9929,0.9903,0.4458,0.5962,0.4387,0.3873,0.5583,0.3851,0.3873,0.9995,0.2091,0.5022,0.401,0.8303,0.5022,0.993,0.1774,0.4481,0.4162,0.5733,0.4266,0.9988,0.3443
120,0.7509,0.7584,0.9929,0.9906,0.4465,0.5948,0.4393,0.3851,0.5731,0.3789,0.3851,0.9995,0.2035,0.5027,0.4035,0.8162,0.5027,0.9932,0.1819,0.4517,0.4101,0.5892,0.4302,0.999,0.3382
121,0.7508,0.7583,0.993,0.9902,0.4269,0.5664,0.4234,0.3633,0.5575,0.357,0.3633,0.9995,0.2009,0.4926,0.4016,0.8022,0.4926,0.9932,0.1786,0.4249,0.4258,0.54,0.4142,0.9991,0.3371
122,0.7512,0.7562,0.9931,0.9903,0.4268,0.5658,0.4197,0.35,0.5591,0.3292,0.35,0.9996,0.1861,0.495,0.4017,0.804,0.495,0.9932,0.1804,0.4354,0.4007,0.5642,0.4139,0.999,0.3196
123,0.7506,0.754,0.993,0.9901,0.4189,0.5507,0.4081,0.3677,0.5216,0.3657,0.3677,0.9994,0.1993,0.4645,0.4056,0.7338,0.4645,0.9938,0.1756,0.4244,0.3847,0.5528,0.3922,0.9989,0.3135
124,0.7507,0.7631,0.993,0.9901,0.4307,0.5849,0.4235,0.3829,0.5543,0.3849,0.3829,0.9994,0.2007,0.4818,0.3935,0.7804,0.4818,0.9933,0.1731,0.4273,0.3834,0.5894,0.4058,0.9987,0.3148
125,0.7505,0.7552,0.9931,0.9902,0.4236,0.5766,0.4164,0.3706,0.5483,0.3617,0.3706,0.9995,0.1875,0.4809,0.3969,0.7782,0.4809,0.9934,0.1778,0.4192,0.3737,0.59,0.3977,0.9987,0.2935
126,0.7501,0.7558,0.993,0.99,0.4035,0.5353,0.3964,0.3508,0.5237,0.3394,0.3508,0.9995,0.1941,0.4562,0.4051,0.7152,0.4562,0.994,0.1772,0.4035,0.3758,0.5513,0.382,0.9987,0.3028
127,0.7504,0.7557,0.9929,0.9902,0.4095,0.5284,0.4023,0.3439,0.549,0.3297,0.3439,0.9996,0.1895,0.4707,0.4161,0.7332,0.4707,0.994,0.1752,0.4139,0.3971,0.5223,0.3924,0.9991,0.3188
128,0.7509,0.7523,0.993,0.9898,0.385,0.5059,0.3778,0.3368,0.5113,0.3308,0.3368,0.9994,0.1781,0.4343,0.4065,0.6647,0.4343,0.9944,0.1676,0.3839,0.378,0.5221,0.3624,0.9988,0.2762
129,0.7507,0.7572,0.993,0.9905,0.4361,0.572,0.4289,0.3693,0.5581,0.3625,0.3693,0.9995,0.1975,0.4974,0.4082,0.7942,0.4974,0.9935,0.183,0.4414,0.4234,0.5595,0.4199,0.999,0.3288
130,0.7509,0.7564,0.993,0.9907,0.4423,0.5669,0.4316,0.3683,0.5658,0.3509,0.3683,0.9996,0.198,0.5035,0.4176,0.796,0.5035,0.9937,0.1894,0.4553,0.4204,0.5539,0.423,0.9991,0.3377
131,0.7506,0.7526,0.9931,0.9903,0.4214,0.5597,0.4106,0.3634,0.5477,0.345,0.3634,0.9995,0.1839,0.4782,0.4108,0.7501,0.4782,0.9939,0.1812,0.4224,0.3634,0.5838,0.3902,0.9987,0.2908
132,0.7506,0.7621,0.993,0.9899,0.4377,0.5865,0.427,0.3888,0.5455,0.3926,0.3888,0.9994,0.2047,0.4765,0.3867,0.7833,0.4765,0.993,0.1666,0.4478,0.3947,0.5836,0.4156,0.9988,0.3234
133,0.751,0.7536,0.9931,0.99,0.3955,0.5198,0.3883,0.3501,0.5186,0.3415,0.3501,0.9994,0.1848,0.4442,0.4139,0.6802,0.4442,0.9944,0.1735,0.3921,0.3722,0.5377,0.3706,0.9987,0.2923
134,0.7507,0.7588,0.993,0.9903,0.4373,0.5758,0.4301,0.3742,0.5607,0.3625,0.3742,0.9995,0.201,0.4994,0.399,0.8186,0.4994,0.9931,0.179,0.4383,0.4242,0.5464,0.4168,0.9991,0.3383
135,0.7511,0.7527,0.993,0.9902,0.4121,0.5385,0.405,0.3418,0.5379,0.3333,0.3418,0.9996,0.1854,0.477,0.4103,0.7595,0.477,0.9937,0.1738,0.4175,0.4206,0.5227,0.396,0.9991,0.3116
136,0.7511,0.7539,0.993,0.9904,0.4411,0.5905,0.4339,0.3798,0.5637,0.3712,0.3798,0.9995,0.1993,0.5011,0.406,0.8169,0.5011,0.9932,0.187,0.4425,0.4022,0.5835,0.421,0.999,0.3237
137,0.7503,0.7543,0.993,0.9903,0.4255,0.5585,0.4183,0.3454,0.5777,0.3265,0.3454,0.9996,0.1898,0.4984,0.4039,0.8204,0.4984,0.9931,0.1789,0.4326,0.4382,0.5285,0.4111,0.9992,0.3347
138,0.7505,0.758,0.993,0.9904,0.4447,0.5986,0.4376,0.3943,0.5568,0.3925,0.3943,0.9994,0.2043,0.5018,0.4034,0.8178,0.5018,0.9931,0.185,0.4381,0.3967,0.5856,0.4165,0.9989,0.3247
139,0.7503,0.7574,0.993,0.99,0.4337,0.5935,0.4265,0.382,0.5419,0.3751,0.382,0.9994,0.1983,0.4931,0.395,0.8246,0.4931,0.9928,0.1777,0.4258,0.3914,0.5808,0.4043,0.9988,0.3146
140,0.7503,0.7545,0.993,0.9904,0.4177,0.5507,0.4105,0.3593,0.53,0.3527,0.3593,0.9995,0.1952,0.475,0.4148,0.7419,0.475,0.994,0.1825,0.4187,0.3821,0.5575,0.3972,0.9989,0.3155
141,0.7509,0.7538,0.9931,0.9908,0.4403,0.572,0.4296,0.3968,0.5536,0.4055,0.3968,0.9994,0.2067,0.4833,0.4183,0.741,0.4833,0.9942,0.1863,0.4408,0.3886,0.5697,0.4085,0.9989,0.3224
142,0.7506,0.7536,0.993,0.9903,0.4368,0.5723,0.426,0.3748,0.5438,0.3662,0.3748,0.9995,0.1966,0.4906,0.4033,0.794,0.4906,0.9933,0.1768,0.445,0.4155,0.5566,0.4127,0.999,0.321
143,0.7507,0.7547,0.993,0.9902,0.403,0.5317,0.3959,0.3503,0.5291,0.3356,0.3503,0.9994,0.1856,0.4563,0.4064,0.6919,0.4563,0.9946,0.1818,0.4026,0.3592,0.5676,0.3811,0.9986,0.29
144,0.7508,0.7525,0.993,0.9904,0.4163,0.5416,0.4055,0.3626,0.5241,0.3602,0.3626,0.9994,0.1891,0.4678,0.4238,0.7061,0.4678,0.9945,0.1862,0.4185,0.3675,0.5585,0.3862,0.9988,0.2951
145,0.7502,0.7563,0.993,0.9901,0.4049,0.5322,0.3978,0.3476,0.5419,0.3329,0.3476,0.9995,0.1823,0.457,0.4085,0.7132,0.457,0.994,0.1708,0.4102,0.3841,0.5505,0.3887,0.9988,0.3053
146,0.7511,0.7522,0.9931,0.9902,0.4291,0.5741,0.4219,0.3746,0.5371,0.365,0.3746,0.9995,0.1934,0.4935,0.4036,0.7962,0.4935,0.9934,0.1817,0.4191,0.3962,0.5611,0.3976,0.9989,0.3056
147,0.7511,0.754,0.993,0.9901,0.4229,0.5597,0.4122,0.3727,0.5285,0.3705,0.3727,0.9994,0.1977,0.4724,0.4054,0.7447,0.4724,0.9938,0.1774,0.4237,0.3784,0.5639,0.3914,0.9988,0.3076
148,0.7505,0.7541,0.9931,0.9904,0.4295,0.5548,0.4187,0.353,0.5598,0.3368,0.353,0.9996,0.1915,0.492,0.4101,0.791,0.492,0.9935,0.178,0.4434,0.4227,0.5366,0.4112,0.9991,0.333
149,0.751,0.7624,0.993,0.9901,0.4384,0.5993,0.4312,0.3782,0.5466,0.3803,0.3782,0.9995,0.2015,0.4948,0.3899,0.8317,0.4948,0.9927,0.1725,0.4422,0.3992,0.5861,0.4207,0.9989,0.3325
150,0.7504,0.7568,0.993,0.9904,0.4388,0.5855,0.4316,0.3786,0.5445,0.3753,0.3786,0.9995,0.1999,0.5007,0.4066,0.8071,0.5007,0.9934,0.187,0.437,0.4022,0.5741,0.4155,0.9989,0.3212
