epoch,train_loss,train_accuracy,val_loss,val_accuracy,recall,specificity,dice_WT,dice_TC,dice_ET,boundary_dice_WT,boundary_dice_TC,boundary_dice_ET
30,0.19378192702592400,0.9973016956508950,0.565327497148836,0.9410553795983480,0.5040306582082810,0.9806225514413810,0.3544592784351350,0.19895723935784400,0.2188172280741720,0.14300993650308600,0.11575572338514500,0.12621167099946900
31,0.18940504688327600,0.9973550803319210,0.4565709041985310,0.9808101231113930,0.4975400773914240,0.9943390126909470,0.3797362919037430,0.39750473302234700,0.4271892190423320,0.18219749797266300,0.2063364585769530,0.2571725202280250
32,0.19113394708956700,0.9973576344750470,0.5062885985181140,0.9634171373521960,0.5406719761984260,0.9882237641379120,0.40744012208567200,0.2752578176260730,0.3445917940723000,0.16589709614785400,0.15424441859500200,0.20587266217644400
33,0.1880683342279010,0.99736328125,0.5842020116947790,0.9204713570992870,0.5264105774321640,0.973632372469367,0.30430189040315300,0.1882411450654610,0.22968849275584800,0.12544721814286800,0.09478665215608710,0.14079761738007100
34,0.18498315513134000,0.9973957513094400,0.5162181427349920,0.9578703884548610,0.5128417598107700,0.9864123673486560,0.3754501211886460,0.2734508811252170,0.33973332216689100,0.16493812246672600,0.14696294047381900,0.20323270165743000
35,0.18425535559654200,0.9974364399423260,0.5378422163225510,0.9459863662490620,0.5172677484864700,0.9822514304004380,0.35763931149025200,0.2366345142453300,0.3005542688043610,0.15289441435655600,0.12483254060614400,0.1674855747016280
36,0.18112156088069300,0.9974646226900900,0.5231609948583550,0.9497993193388700,0.5408528898810420,0.9835815200170230,0.35594954429077700,0.27468046366203100,0.3337787957279660,0.1581683854424790,0.14233234731864000,0.2015093358574780
37,0.1792345917831030,0.997484167549435,0.5193033979551210,0.9630312294716590,0.48092206075392300,0.9883237031725950,0.36470947955288900,0.2799706646810920,0.34240655282389000,0.15913537325127300,0.14830616927637800,0.21028986243244600
38,0.17866099981938400,0.9974984165342510,0.483427667335884,0.9686567324160100,0.5036537424472400,0.9901960674114300,0.36592607074324700,0.34411877079177400,0.37883090813242900,0.17214605383069300,0.17766932862333100,0.21891418017982900
39,0.17796946410405400,0.9975038091454800,0.50518537111379,0.9622074975365990,0.5157480624971790,0.9878941859071370,0.37731074787119400,0.2969233621139370,0.3550241234459270,0.16401747595264500,0.16103033027324300,0.21470395583027800
40,0.17630465687331500,0.9975249834480930,0.5302128673002530,0.9506934004316820,0.5116515192336590,0.9839747596038330,0.34276626766148700,0.2615585095589360,0.34492887448288200,0.15201689312039300,0.13220870359871400,0.20791953620150300
41,0.17556311877097100,0.9975255487876650,0.4871758393741940,0.9769509533948010,0.45844571125149200,0.9931894540088170,0.37317485187634100,0.3515591588205910,0.39794927366784200,0.17406675398245800,0.18103782978323100,0.2551113915519320
42,0.17397100460731400,0.9975588195915730,0.5074644904281640,0.964995825415259,0.4778851807207860,0.9889884006881960,0.35275429219545700,0.30929884341498400,0.3592469768916200,0.1569106683434520,0.1617270620040190,0.2135216191860300
43,0.17335063845424300,0.9975562566207630,0.5047266028217370,0.9640041833826010,0.48102813960653000,0.9886103061355450,0.33266473888990400,0.3231199856337500,0.36209508595090400,0.1552960957855330,0.16169636670678000,0.21700788153673200
44,0.17266345579745400,0.9975689206685500,0.5121125663454470,0.9709639434356230,0.453904153143315,0.991163979371342,0.36425822710931200,0.29576296669897600,0.3514693322579490,0.1590093472595000,0.16154580046191700,0.21631035557439400
45,0.17229688445390300,0.9975653962158660,0.45411263366003300,0.9835684224263330,0.4963527854035780,0.9952481485865580,0.3398946533944580,0.4225147635897790,0.43659423809623100,0.17559532721491700,0.21963281644583200,0.2632368312972120
46,0.17155285048282800,0.997582778292726,0.5090973073163550,0.9653966442027970,0.4859544052849290,0.9891271364198440,0.3690998113749180,0.2964356151099910,0.347326732729376,0.15865144327018500,0.16250441934423700,0.210624746846024
47,0.17146102710295500,0.9975795440501410,0.5100846417449620,0.9594422083216030,0.4977766379287090,0.9868927161074800,0.31655162686281900,0.31911359475576700,0.3635139967997420,0.1504020846280990,0.1555169990637580,0.21651967314466400
48,0.17029113229048500,0.9976017545021190,0.5464953786215270,0.9454378181892830,0.5130229419745590,0.9821472595938420,0.32729262849726400,0.24756665791790600,0.29831653026137300,0.1393890892946470,0.1291096254607460,0.18051344426780400
49,0.16994563240115900,0.9976028200770950,0.5223350067799160,0.9643136202608860,0.4660848254848210,0.9887838495222430,0.34762580757603600,0.27918612244282300,0.3461806195355440,0.1487779505703640,0.15252566576569100,0.21052798728491200
50,0.1695346171573060,0.9976056478784130,0.5539854972346410,0.9408452236416100,0.50471550177578,0.9805965141245760,0.3002419137282590,0.23956876056936600,0.30553163888315600,0.13369294897850300,0.11584327538872200,0.18210906334514500
51,0.16929094715643700,0.9976105733580510,0.5317017033293440,0.9604004551426430,0.46372784003263500,0.9874857307843180,0.332895490100677,0.27352697068339100,0.3327045368578090,0.141134153184242,0.14712788722751200,0.2002729931200060
52,0.16894442100646100,0.9976136821739640,0.5414849090817810,0.9509729348489110,0.4786348413243630,0.9841604908093960,0.3081834067465900,0.2588124629690540,0.3241435095995320,0.13223897942340800,0.12372107042415600,0.1878895162164520
53,0.16874056231167400,0.9976121958127350,0.5812308462084950,0.9359496102547860,0.48791648165046200,0.978982888555282,0.28760688316991100,0.20658388322685700,0.23003831942201700,0.11458622417516100,0.10976927575340900,0.13830635355271000
54,0.168208862310749,0.9976256926053440,0.4845894496585870,0.9710183684661220,0.49179596787343800,0.9909769240650250,0.35632927747932600,0.354210836817274,0.3849503632930210,0.1694211382619080,0.1839152693035920,0.2356321739602460
55,0.16810412103846900,0.997621484375,0.49953317783168800,0.97002807690503,0.47092479289038200,0.9907589228612640,0.37169322203029800,0.31813413335818600,0.37455058763634200,0.16519651831816600,0.17234902913550600,0.23276554170130200
56,0.1679556037409830,0.9976240962658900,0.5972958630001220,0.927418361721096,0.4737213795783240,0.9761232491967530,0.2766851046202410,0.17984069889649500,0.20731326955458800,0.10839748717211700,0.10464539594342300,0.12774502723464700
57,0.1677496015015300,0.9976278094103110,0.6113395854025270,0.9157638522311370,0.4789755929035500,0.9721318259813540,0.2695195490433590,0.1584006763272590,0.18531910010010200,0.10381644754061300,0.09050293118166300,0.11529185874972300
58,0.16765789313841700,0.9976301388153250,0.560683655779104,0.9437685737495310,0.4923241844896830,0.9816169463403590,0.30556440856325000,0.23982904632705800,0.26984426076383300,0.12613340175648000,0.12121806284865200,0.16545988860876900
59,0.16749383014137500,0.9976293163694680,0.5231132255615420,0.9642890434379690,0.4631036549575170,0.9887431731361510,0.33904258515379500,0.29107021129173900,0.3387039581227050,0.1434712187278270,0.15708891206511800,0.2095270641114330
60,0.16723242104053500,0.9976343168844160,0.5200985670089720,0.9556875278598910,0.5150842124129420,0.9856272684390290,0.3299222336773360,0.2877014889920380,0.3430234208938580,0.1519368379407330,0.1437395362712010,0.20155765781260300
61,0.16713718049607000,0.9976366006797320,0.47956914152648,0.9687341345251500,0.5160388611473210,0.9901146925070830,0.3820849760580060,0.342342125657696,0.3911844866721730,0.17738338417406100,0.18471657416518400,0.23754051030928700
62,0.16706023256657500,0.9976361541460690,0.5332509694067210,0.9573920737143390,0.48277236732936900,0.9863566292044930,0.3304142078376690,0.2766270486429530,0.3268704579385280,0.14259063002221800,0.14518607412828900,0.200671298068445
63,0.16699597497107600,0.9976377192208100,0.6029132185755550,0.924690261061843,0.48619581413436300,0.9751687484894210,0.2680095933204710,0.17437675602032700,0.2006741447508130,0.10268284801744900,0.09861751707761220,0.12334996932812300
64,0.1669077847973780,0.9976374628501650,0.4947332117605850,0.9650680998381190,0.5146264776368680,0.9889059114144800,0.37959119534374700,0.3132049422550300,0.37819101786405400,0.16852216882783600,0.1733951411969790,0.23007597659209500
65,0.16684300651994800,0.9976404377795430,0.5351860839370140,0.955708839210304,0.48834119380119600,0.9857277375767960,0.34068554957034400,0.2654026132567110,0.30581615744750700,0.14317724164726800,0.1436795251463740,0.1829668216578050
66,0.16671239870079500,0.9976410715336630,0.5630130586591930,0.9495182306329770,0.4657388042351530,0.9836631700205160,0.3049572589836710,0.23753037425316200,0.274461610456218,0.1197307227339290,0.12478618676305300,0.17249844548762400
67,0.1666554887921120,0.9976422110404900,0.4545469650545640,0.9842013273038660,0.47683056476228800,0.9956224084406600,0.3734999645063980,0.42376346400592100,0.4135011162387780,0.18323367905042600,0.22253605204209200,0.2552245041252690
68,0.16661452469179200,0.9976424059851700,0.46335168847361100,0.9843316485430740,0.4556960051694200,0.9957565758432100,0.3702628664341610,0.4136826840894680,0.4168817199932470,0.17538860755961300,0.21637100994382100,0.2682993917249740
69,0.16658338550793900,0.997642815001177,0.4518415899695580,0.9840660264756940,0.5001373640393030,0.9954269333149670,0.3772713041419810,0.4205509820484240,0.4087651155502440,0.18452672579587000,0.22211073476830800,0.23848900678242900
70,0.1665441911604450,0.9976439350135360,0.4827406923915890,0.9723649469782280,0.4916748444676810,0.9914378271882460,0.3517259389449290,0.35828893811351000,0.39065157414331200,0.17000879059287700,0.18884087973946300,0.23891774802477000
71,0.16650740948774000,0.997644194326742,0.5288296051927520,0.9593492090723540,0.4829973930302430,0.9870122606366630,0.3416134383730180,0.27463658852864900,0.33254215627641300,0.1444343433331430,0.14806103890113400,0.2050674620908150
72,0.16643351452835500,0.9976454522716570,0.5430801905490260,0.951787084447729,0.4809004250162490,0.9843864719041740,0.30886156114285100,0.2681245838732610,0.30524529726561300,0.1308564295717720,0.13380408177306600,0.1835003376983200
73,0.1664161251763170,0.997645170889242,0.6108487298762480,0.9141346233929240,0.4936185353116200,0.9715679599871940,0.26524740433602600,0.15949617555916200,0.19187815868040200,0.10503590142878300,0.09130078582923820,0.12059115836748700
74,0.16640016476986800,0.9976451006355930,0.5007812000207000,0.9710214081268770,0.4693731774873770,0.9911323594129710,0.3730493280617160,0.31686417515171000,0.36673613878223600,0.16422842278846400,0.17426503856572000,0.22792137379103300
75,0.16636961238869200,0.9976462486022840,0.5621638801452280,0.9461776947846280,0.4820596425719560,0.9824841094376550,0.31120991105676300,0.23589162696349300,0.2613941566631170,0.1261754234397260,0.12545383696873700,0.16201685386825300
76,0.1663551553326140,0.9976463144420900,0.5874381935274280,0.9325962427271020,0.4821959230315970,0.9778573112256210,0.2728207137406680,0.20512019050257100,0.22354302770388000,0.11113058829916000,0.10327033011166700,0.13509011326309900
77,0.16632560279409800,0.9976463880061210,0.5367472757761540,0.9524627073362430,0.49866850556164800,0.9845887831136480,0.3272762612515580,0.26856035243337100,0.3124709855535200,0.14079086165764200,0.1351427859910430,0.18544882890790200
78,0.16629718016769900,0.9976467624470340,0.5766660760383350,0.9357863292980480,0.5031068803439320,0.9788904541358170,0.2952918202750180,0.20922550058299000,0.23812236509790000,0.1195514138597600,0.11449300090578500,0.14194384563475800
79,0.16628417994006200,0.997647211923258,0.4931542498839870,0.9734116401557810,0.47092622660675700,0.9918616042709540,0.3301693326026510,0.3633596014899280,0.3656196254819530,0.15830080831617700,0.18380718941292800,0.21954426828706500
80,0.16627389273401000,0.9976471692561210,0.4976626394971000,0.9731731477571320,0.4562801798486840,0.9918732871587130,0.3340681027327670,0.3517787669637170,0.36946825333363600,0.1571210522998090,0.18316778608225300,0.23185807674449100
81,0.16626473089395900,0.9976472056703150,0.5615687710610600,0.9455435538077140,0.4908584005757160,0.982249168548463,0.3060981050043090,0.23482858470219200,0.2704745025710490,0.12440561007715400,0.12247156944815400,0.1643217766411800
82,0.16625800147905200,0.9976475786399480,0.6163375490420570,0.9245827776018210,0.4433113736663030,0.9752195794370250,0.25936343410771900,0.15842637147196300,0.1711698786601890,0.09231208580951220,0.0890355568665046,0.10527959777657300
83,0.1662481045318860,0.9976474903631120,0.48315013723598900,0.9830571846260320,0.4356038132669440,0.9952795022627000,0.3121567375602790,0.4052711432220810,0.40458256992669300,0.15443262935401800,0.20899399139727900,0.2598193746137250
84,0.16622703732070300,0.9976477882974340,0.5185110587123280,0.9708442793379320,0.4338891366101240,0.991149587093712,0.34212635120861900,0.3016375982753970,0.34019366180160100,0.1465814715754470,0.1641547218741530,0.21434236097849400
85,0.16622113444037400,0.9976478846663140,0.5783022881762400,0.9412821429828270,0.4736189689957120,0.9808651157513370,0.2918699427220860,0.2134203871369810,0.2277425378408040,0.11384546260561800,0.11707217355076100,0.13721156582231100
86,0.16621575577784400,0.997648039518597,0.49782885570783900,0.9660447576482730,0.504695155895573,0.9892243563194740,0.3411885093297750,0.3361445572496570,0.3556578775851400,0.15861160890098800,0.16874945782024300,0.20415938400239400
87,0.1662116023443510,0.9976482134975280,0.4815686351141410,0.9726138223184120,0.4941176949554510,0.991556472622097,0.36517605174153600,0.3570910223263570,0.37012518072141100,0.17441965104505300,0.18937682838747300,0.22276217772126400
88,0.16620899640907700,0.9976479166666670,0.49851688380177000,0.964062768334741,0.5074854132258850,0.9884922764098770,0.32891389011456100,0.3342394953401020,0.3659498183413710,0.15851822746058200,0.16871886793643000,0.21352654450711100
89,0.16620280606261800,0.9976480203919490,0.5006500939662390,0.9667556057033600,0.485837553997187,0.9895881870146140,0.3609840903672000,0.3164039104911840,0.3695280402366350,0.158631183111376,0.16998144764929300,0.2240823333675680
90,0.16619156947580400,0.9976483069238470,0.5112297619516790,0.9633123108460020,0.49834751417013700,0.9883459646495490,0.3643118152425850,0.301716098994203,0.35240382046642400,0.15756343896724800,0.1625184956837460,0.2210217026434870
91,0.16618986048940900,0.9976483028778250,0.5497986817279380,0.942213818799268,0.5272235505996560,0.9810365046934960,0.30306221951366600,0.24618904817857600,0.3114539496763910,0.13671493944547600,0.12289798767159100,0.1883014290288990
92,0.16618785944025400,0.9976483459127830,0.4860027265307070,0.9763018428584840,0.46819029099341400,0.9928644185764520,0.34066761363565600,0.37504260833908000,0.38432988314549900,0.16497899525181600,0.19325582819347100,0.23886761147536600
93,0.16618475211879000,0.9976482903719400,0.5351164498039190,0.9569862181517450,0.4837444390568390,0.9861769877899870,0.33995418401898500,0.27164671024310900,0.314339946710386,0.14237976671746300,0.1444979073859510,0.1931859469333110
94,0.16618218472448400,0.9976484566266480,0.478721382046068,0.9765577198292040,0.4868844189440680,0.9929241875519250,0.36220482346142000,0.3737269016476660,0.38030530724952000,0.170836243547616,0.19589629581317400,0.2313218407468910
95,0.1661809457560720,0.9976484066031070,0.49499317822424100,0.9755469497818130,0.45407239891172000,0.9926794447889130,0.3284271491631450,0.3607632939981310,0.36250648678958700,0.15508043108886900,0.18677971910987700,0.21880387117452400
96,0.16617463534161200,0.9976483860051790,0.5580556255740090,0.9551459653012390,0.4549009222491210,0.9856409703648640,0.31222991296130900,0.24102292630998200,0.28070247774782500,0.12091544924698400,0.13186004405923400,0.17390393954777700
97,0.1661734537552980,0.9976484356608990,0.5995235942505500,0.9225829726210590,0.4915939636876250,0.9744239043143490,0.2565114635759370,0.1901337679769030,0.21086596663704700,0.10852872882556400,0.09272765073117200,0.12946338008593100
98,0.1661723303592810,0.9976485066501880,0.5832816875866940,0.931448780323292,0.5066400633748790,0.9774141431922670,0.2784029980068680,0.2133191321675260,0.22639569823293700,0.11590073467768400,0.11078286541341300,0.13839308289623900
99,0.16617201329287800,0.9976484768567560,0.5600989112580150,0.940735058300488,0.5069117209957980,0.9805548432972990,0.3028256291014800,0.23883618355365300,0.26447611708567800,0.131869135090278,0.11850547808506700,0.15708040999746900
100,0.1661699517803680,0.9976484610404900,0.5417887604719880,0.9503556608366180,0.49645318405780900,0.9838814701978850,0.3084055105881380,0.2671371521653070,0.3132029874744960,0.13491236626231100,0.13261444360597700,0.18711992882080200
101,0.16616893254094200,0.9976485320297790,0.5023940024343700,0.9674646032751500,0.48008173379394200,0.9898336365228500,0.35459236467087300,0.31552059140272100,0.38296041745293300,0.15489205509306200,0.1716407295766980,0.23741634746069500
102,0.1661682384499050,0.9976485493173260,0.5193380753736240,0.9609887079462280,0.5016185629541280,0.9875351219034750,0.356837199420135,0.2890999573740930,0.3273879439749940,0.14974561920929800,0.15872827620706200,0.19783401385136000
103,0.166166953111099,0.9976485430643830,0.5138350026430310,0.9648303845838030,0.4759520331364990,0.988915071748966,0.3477415009779460,0.3032045430717680,0.35687289101404400,0.15250260407357300,0.16306110684360300,0.22196551277239200
104,0.16616551775043300,0.9976485489495060,0.5564117121535380,0.9398250134900530,0.5013305655374070,0.9802200256972840,0.28379283606272200,0.23849867033428700,0.3136690992525780,0.12865356211743400,0.11448077067352500,0.18532215694922700
105,0.16616453609224100,0.997648598605226,0.5551191242160020,0.9567023874460400,0.46148599161264100,0.9861694834208000,0.32399764649723800,0.2361174004719790,0.2716111362385650,0.12929190997117400,0.1345568248590090,0.16374860759815800
106,0.16616389544333400,0.9976486125823920,0.4977199789640070,0.9677520953570760,0.4896666802636290,0.9898610071979420,0.3268335177447430,0.3403919854497380,0.3775404950696800,0.15373937324039800,0.177127359888915,0.22724645183404000
107,0.16616218327465700,0.9976485827889600,0.5345274761721890,0.9495526185365050,0.5188320588807740,0.983553656779776,0.32181793807337,0.2690758622720290,0.3278350432817560,0.14402143259937400,0.13508033074037400,0.19798414770622600
108,0.16616050959643700,0.9976485136387710,0.5934875539025750,0.9317567083685250,0.47113925467060900,0.9776098491154440,0.2659792369957680,0.19723824351602200,0.21389894263137400,0.10452919781736800,0.1046406655684780,0.13050381784897800
109,0.1661599105697570,0.9976486331803200,0.49040750796730500,0.9732370392853790,0.46993066719490200,0.991847660591345,0.34669573007149700,0.35601491901769600,0.36740682529151300,0.16358297025018800,0.18673724308561800,0.22412365872116500
110,0.16615881894604600,0.9976486607668320,0.4905681167099930,0.964932933910473,0.525599971431918,0.9887961132409350,0.38296025296596800,0.32454313097780700,0.3666370926489270,0.17165816921656000,0.17654154337611200,0.21931632920749100
111,0.1661574502617630,0.9976486504678670,0.48568880034459600,0.968582397827515,0.509129837040641,0.9901156902891540,0.37509650879710500,0.33755856575104400,0.36572635403498000,0.17066187204442000,0.182244265499218,0.21598780702308000
112,0.16615550492779700,0.9976486703301550,0.48144877883228100,0.9768855662302930,0.4674573634180630,0.9931788389285140,0.36924969167629600,0.3626491672648340,0.37304348427888200,0.1726861702708970,0.19334500057141000,0.22817346049079900
113,0.1661550191499420,0.9976486850429610,0.5945251614258100,0.9304343445007510,0.47002494642961800,0.9771448837688900,0.28306167746526400,0.1846491370004240,0.20522485960659200,0.10873923625133100,0.10620226574705500,0.12656296824634900
114,0.16615423449015200,0.9976487979637480,0.592726282372668,0.936413767771678,0.46151006088018700,0.9792379536401150,0.28150606364137300,0.19120204853765000,0.20469099302743700,0.10643919406446000,0.10849788226824800,0.1255884996900540
115,0.16615317307286300,0.9976487391125240,0.550004201563629,0.94885961840747,0.49220419343541,0.9833750055892120,0.3144526957792950,0.2557752193866200,0.2859093639026130,0.1308064004283190,0.12921927084146300,0.17071108921057300
116,0.16615089309417600,0.9976487387447030,0.5602209265973120,0.95211450121997,0.45962213712179100,0.9845710011590060,0.31000348651440000,0.23822368586497800,0.2647035120279830,0.12179193326915600,0.12851307142205300,0.16168224076085500
117,0.16615083869230900,0.9976487420550850,0.5572469192179470,0.946596483201952,0.4883693117472630,0.982601489498543,0.3116031395108740,0.24339286578837800,0.27345987849497800,0.12817300342201400,0.12567507515202700,0.1671562308456360
118,0.16614935175847200,0.9976487898717040,0.555973978461446,0.9490521053279840,0.48691440750919700,0.9834397238255040,0.32410094566469200,0.23704108661567100,0.2715160490950260,0.13163517371713600,0.1291025324551600,0.16588560067860100
119,0.16614819906525700,0.9976487858256830,0.5285708547846690,0.9602054740287160,0.4695290178379230,0.9873322275488310,0.3265882581853950,0.28407018015927700,0.34061393005898900,0.13945541219933900,0.14748072027331200,0.20843314531694200
120,0.16614667692426900,0.9976487828831210,0.51357775584266,0.9641276716169300,0.4785573585507880,0.9886888863322550,0.34958237627246800,0.2985610025511550,0.3474380034947570,0.15214288805439100,0.15935925323515600,0.20845558579462900
121,0.16614537931094700,0.9976488270215400,0.49309823843273000,0.9661730113902970,0.5081040997592180,0.9892743431084180,0.3518047272655800,0.3323366181828870,0.3793428191619580,0.16508100522289200,0.1715096160658720,0.2285474908547240
122,0.1661449059086330,0.9976488755737990,0.5360008798338270,0.9572757293426240,0.4748436572031590,0.9862828077934400,0.3152426733473810,0.277719753638116,0.3285042400720910,0.13359235278831400,0.1445474179917420,0.203546620831205
123,0.16614265022641500,0.9976488483551080,0.48162260067624000,0.9680519850905590,0.5264390422363030,0.9898649457248380,0.3727751019411110,0.3455300638977270,0.3899053196116050,0.17561534035411700,0.1823005573000880,0.23535717990084000
124,0.16614207014188900,0.9976488593897130,0.5184378605839370,0.9645136322846280,0.47431458035227900,0.9888442853191260,0.35501388097867600,0.29288572423801300,0.3279771593512980,0.1526909766612090,0.16020622978469500,0.19651687044931400
125,0.16614105196322400,0.9976487953890070,0.5037911868578680,0.9702442593961150,0.46893031661023000,0.9908588422851600,0.3741662300547140,0.3092164255191810,0.3615035142961540,0.16701514423370100,0.17119455569132300,0.22574826357524100
126,0.16614091714560000,0.9976488435734460,0.544808669468841,0.9516021387598540,0.4984245239814570,0.9842812100986550,0.3317061715839960,0.2542845859825790,0.2885827201698750,0.13931811057089700,0.13596321238140900,0.17649809596460500
