epoch,train_loss,val_loss,train_acc,val_acc,total_dice,total_recall,total_f1_score,dice_wt,precision_wt,recall_wt,f1_wt,specificity_wt,boundary_dice_wt,dice_tc,precision_tc,recall_tc,f1_tc,specificity_tc,boundary_dice_tc,dice_et,precision_et,recall_et,f1_et,specificity_et,boundary_dice_et
105,0.2734,0.3995,0.9971,0.9934,0.5403,0.6503,0.5332,0.688,0.7129,0.7192,0.688,0.9997,0.5233,0.779,0.7421,0.8512,0.779,0.9985,0.477,0.7895,0.7761,0.8267,0.7858,0.9996,0.6553
106,0.2636,0.407,0.9973,0.9936,0.5534,0.618,0.5426,0.6921,0.7209,0.7193,0.6921,0.9997,0.5279,0.7956,0.7606,0.859,0.7956,0.9987,0.5056,0.7876,0.7707,0.8362,0.7876,0.9996,0.6551
107,0.2556,0.3982,0.9974,0.9939,0.5537,0.6262,0.5465,0.6988,0.7299,0.726,0.6988,0.9997,0.5345,0.8005,0.7683,0.8603,0.8005,0.9987,0.5102,0.7872,0.7739,0.8312,0.7872,0.9996,0.6578
108,0.2492,0.3849,0.9974,0.9931,0.547,0.657,0.5434,0.701,0.7163,0.7413,0.6974,0.9997,0.5346,0.8052,0.771,0.8627,0.8052,0.9987,0.5169,0.7925,0.7831,0.8287,0.7925,0.9996,0.6664
109,0.2425,0.3739,0.9975,0.9939,0.566,0.6536,0.5588,0.7097,0.7323,0.7383,0.7097,0.9997,0.5463,0.8058,0.7725,0.863,0.8058,0.9988,0.5241,0.7942,0.7818,0.835,0.7942,0.9996,0.6681
110,0.2362,0.3814,0.9974,0.994,0.5575,0.6413,0.5539,0.7083,0.7204,0.7485,0.7083,0.9997,0.5489,0.8069,0.7711,0.8662,0.8069,0.9987,0.5187,0.799,0.7913,0.8305,0.799,0.9996,0.6772
111,0.233,0.394,0.9975,0.9932,0.519,0.6221,0.5154,0.7102,0.7315,0.7429,0.7102,0.9997,0.5533,0.8078,0.7755,0.8665,0.8078,0.9988,0.5249,0.8025,0.7893,0.8355,0.8025,0.9997,0.6821
112,0.2379,0.3856,0.9974,0.9931,0.5446,0.6374,0.5374,0.6977,0.7327,0.7281,0.6977,0.9997,0.5237,0.8046,0.7762,0.8576,0.8046,0.9988,0.5181,0.7792,0.7803,0.8184,0.7792,0.9996,0.642
113,0.2297,0.3896,0.9974,0.994,0.5517,0.5686,0.541,0.7042,0.733,0.7304,0.7042,0.9997,0.5454,0.8058,0.7759,0.8606,0.8058,0.9988,0.5198,0.7924,0.779,0.8391,0.7924,0.9996,0.6643
114,0.2239,0.377,0.9974,0.9939,0.5478,0.6274,0.5442,0.7127,0.7285,0.7465,0.7127,0.9997,0.5493,0.8047,0.7742,0.861,0.8047,0.9987,0.515,0.7988,0.7951,0.8269,0.7988,0.9996,0.6733
115,0.2143,0.3749,0.9976,0.9939,0.5569,0.635,0.5533,0.7199,0.7429,0.7492,0.7199,0.9997,0.5608,0.8168,0.7836,0.8701,0.8168,0.9988,0.541,0.8037,0.792,0.8388,0.8037,0.9996,0.6839
116,0.2129,0.3678,0.9976,0.9944,0.5741,0.6198,0.5634,0.7227,0.7428,0.7489,0.7227,0.9997,0.5642,0.8157,0.7862,0.8702,0.8157,0.9988,0.5329,0.8051,0.7955,0.8401,0.8051,0.9997,0.6833
117,0.2072,0.366,0.9976,0.9944,0.5632,0.6168,0.5596,0.7283,0.7426,0.7584,0.7283,0.9998,0.5715,0.8217,0.7899,0.872,0.8217,0.9989,0.5483,0.8129,0.7979,0.8411,0.8093,0.9996,0.6886
118,0.2042,0.3715,0.9976,0.994,0.5484,0.609,0.5412,0.7304,0.7494,0.7537,0.7304,0.9998,0.5751,0.8189,0.7929,0.867,0.8189,0.9989,0.5443,0.814,0.8015,0.8446,0.814,0.9996,0.6977
119,0.2013,0.3654,0.9977,0.9935,0.5496,0.6367,0.5461,0.7272,0.7458,0.7552,0.7272,0.9998,0.5719,0.8232,0.7944,0.8697,0.8232,0.9989,0.5487,0.818,0.8045,0.8401,0.8143,0.9997,0.697
120,0.2012,0.3685,0.9976,0.9936,0.5535,0.6213,0.5428,0.7272,0.7445,0.7496,0.7236,0.9998,0.5695,0.8195,0.7913,0.8675,0.8195,0.9989,0.5406,0.8129,0.7998,0.8401,0.8092,0.9997,0.6911
121,0.2012,0.3554,0.9975,0.9936,0.5631,0.6419,0.5523,0.7253,0.7457,0.7544,0.7253,0.9997,0.5687,0.8078,0.7831,0.8599,0.8078,0.9988,0.5252,0.8099,0.8013,0.8371,0.8099,0.9997,0.6949
122,0.1993,0.3819,0.9976,0.9931,0.532,0.604,0.5248,0.7239,0.7471,0.7485,0.7239,0.9998,0.5597,0.8184,0.788,0.8716,0.8184,0.9989,0.539,0.8011,0.7964,0.8326,0.8011,0.9996,0.6781
123,0.1999,0.3538,0.9975,0.9944,0.5737,0.6212,0.5629,0.7182,0.7391,0.7504,0.7182,0.9997,0.5625,0.8109,0.783,0.8621,0.8109,0.9988,0.5323,0.8045,0.8007,0.8344,0.8045,0.9996,0.6854
124,0.1902,0.3736,0.9976,0.9935,0.5389,0.5823,0.5317,0.7406,0.7534,0.7576,0.737,0.9997,0.5849,0.8184,0.7907,0.8666,0.8184,0.9989,0.5433,0.8168,0.8113,0.84,0.8168,0.9997,0.7042
125,0.188,0.3638,0.9977,0.9934,0.5393,0.6311,0.5357,0.7408,0.7611,0.7583,0.7408,0.9998,0.59,0.8228,0.7971,0.867,0.8228,0.9989,0.5531,0.8174,0.8051,0.8462,0.8174,0.9997,0.7075
126,0.1832,0.3569,0.9977,0.9944,0.5739,0.5947,0.556,0.7454,0.7627,0.7627,0.7454,0.9998,0.5953,0.8271,0.7991,0.8729,0.8271,0.9989,0.5562,0.8208,0.8075,0.8483,0.8208,0.9997,0.7121
127,0.1807,0.3418,0.9977,0.9945,0.575,0.62,0.5679,0.7466,0.7616,0.7671,0.7466,0.9998,0.5983,0.8271,0.7993,0.8735,0.8271,0.9989,0.554,0.8216,0.8142,0.8449,0.8216,0.9997,0.7131
128,0.1801,0.3697,0.9977,0.9937,0.5477,0.6125,0.5334,0.7497,0.7682,0.7649,0.7461,0.9998,0.5968,0.826,0.7983,0.8738,0.826,0.9989,0.5532,0.8257,0.8127,0.845,0.8221,0.9997,0.7109
129,0.1766,0.3352,0.9978,0.9941,0.5717,0.6542,0.5681,0.7458,0.7662,0.7635,0.7458,0.9998,0.5965,0.8329,0.8033,0.8765,0.8329,0.9989,0.5647,0.8249,0.8141,0.8488,0.8249,0.9997,0.715
130,0.1721,0.3456,0.9978,0.9943,0.565,0.6316,0.5614,0.7588,0.7709,0.7767,0.7551,0.9998,0.6078,0.8363,0.8092,0.8777,0.8363,0.999,0.57,0.8261,0.8163,0.8488,0.8261,0.9997,0.7184
131,0.1725,0.341,0.9978,0.9944,0.5813,0.6147,0.5634,0.7565,0.771,0.7717,0.7529,0.9998,0.6055,0.8367,0.8102,0.8759,0.8367,0.999,0.5742,0.8263,0.8182,0.8465,0.8263,0.9997,0.7202
132,0.1706,0.3542,0.9978,0.9939,0.5583,0.6123,0.5511,0.7599,0.7759,0.7715,0.7563,0.9998,0.6084,0.8374,0.8099,0.8795,0.8374,0.999,0.5726,0.8264,0.8167,0.8494,0.8264,0.9997,0.7181
133,0.1714,0.3465,0.9978,0.9942,0.5626,0.6211,0.5554,0.7543,0.7759,0.7699,0.7543,0.9998,0.6024,0.8327,0.8055,0.8747,0.8327,0.9989,0.5631,0.8278,0.8198,0.8438,0.8241,0.9997,0.7146
134,0.17,0.3689,0.9978,0.9924,0.5226,0.6213,0.519,0.7519,0.7638,0.7668,0.7483,0.9998,0.5958,0.8375,0.8122,0.8766,0.8375,0.999,0.5736,0.8207,0.8167,0.8431,0.8207,0.9997,0.7072
135,0.1697,0.3604,0.9978,0.9937,0.5512,0.6088,0.544,0.7547,0.7724,0.7698,0.7547,0.9998,0.6057,0.8346,0.8099,0.873,0.8346,0.999,0.5692,0.8258,0.8139,0.847,0.8222,0.9997,0.7108
136,0.1659,0.3513,0.9979,0.9942,0.5617,0.6017,0.5509,0.7514,0.773,0.7667,0.7514,0.9998,0.6047,0.8388,0.8137,0.8773,0.8388,0.999,0.5768,0.8262,0.8176,0.8498,0.8262,0.9997,0.7192
137,0.1619,0.3321,0.9979,0.9948,0.5865,0.6198,0.5758,0.7663,0.7841,0.7779,0.7663,0.9998,0.62,0.8448,0.8181,0.8826,0.8448,0.999,0.5846,0.8325,0.8237,0.8476,0.8289,0.9997,0.723
138,0.1562,0.3386,0.998,0.9943,0.5741,0.6233,0.5633,0.7724,0.7902,0.7811,0.7724,0.9998,0.6302,0.8501,0.8239,0.8851,0.8501,0.9991,0.5961,0.8359,0.8249,0.8565,0.8359,0.9997,0.7339
139,0.1541,0.3372,0.998,0.9941,0.5713,0.6375,0.5641,0.7787,0.793,0.7846,0.7787,0.9998,0.6369,0.8513,0.8262,0.8845,0.8513,0.9991,0.6006,0.8386,0.8284,0.8576,0.8386,0.9997,0.7413
140,0.1529,0.3346,0.998,0.9942,0.5731,0.6431,0.5659,0.7822,0.7984,0.787,0.7822,0.9998,0.6453,0.8527,0.8242,0.8898,0.8527,0.9991,0.6007,0.841,0.829,0.8607,0.841,0.9997,0.7448
