epoch,train_loss,val_loss,train_acc,val_acc,total_dice,total_recall,total_f1_score,dice_wt,precision_wt,recall_wt,f1_wt,specificity_wt,boundary_dice_wt,dice_tc,precision_tc,recall_tc,f1_tc,specificity_tc,boundary_dice_tc,dice_et,precision_et,recall_et,f1_et,specificity_et,boundary_dice_et
103,0.8155,0.8074,0.9856,0.9812,0.3338,0.5834,0.3338,0.4034,0.5175,0.4401,0.4034,0.9991,0.1953,0.4233,0.3109,0.7713,0.4233,0.9905,0.1213,0.1748,0.1163,0.5386,0.1748,0.9926,0.1057
104,0.8155,0.8066,0.9857,0.9821,0.3358,0.5873,0.3358,0.4026,0.5091,0.4711,0.4026,0.9989,0.1887,0.4375,0.3206,0.8019,0.4375,0.9906,0.1209,0.1674,0.1125,0.4889,0.1674,0.9935,0.1071
105,0.8154,0.8062,0.9856,0.9804,0.3327,0.5933,0.3327,0.4193,0.5102,0.4863,0.4193,0.9988,0.1927,0.4103,0.2944,0.7927,0.4103,0.9893,0.1125,0.1685,0.1132,0.5008,0.1685,0.993,0.1072
106,0.8155,0.807,0.9856,0.9806,0.3276,0.5758,0.3276,0.3952,0.4938,0.4445,0.3952,0.999,0.187,0.4183,0.3081,0.76,0.4183,0.9905,0.1192,0.1694,0.1129,0.5229,0.1694,0.9922,0.1042
107,0.8154,0.8062,0.9855,0.982,0.3396,0.591,0.3396,0.4102,0.5385,0.4524,0.4102,0.9991,0.1993,0.4349,0.3165,0.8034,0.4349,0.9904,0.1203,0.1738,0.1163,0.5172,0.1738,0.9933,0.108
108,0.8155,0.8069,0.9857,0.9808,0.3341,0.59,0.3341,0.4091,0.5259,0.4451,0.4091,0.9991,0.1974,0.4179,0.3024,0.7887,0.4179,0.9899,0.1155,0.1753,0.117,0.5364,0.1753,0.9927,0.1071
109,0.8155,0.8068,0.9857,0.9819,0.3384,0.5947,0.3384,0.408,0.5291,0.4651,0.408,0.9989,0.1942,0.4357,0.3176,0.8174,0.4357,0.99,0.1176,0.1715,0.1149,0.5016,0.1715,0.9936,0.1067
110,0.8154,0.8056,0.9856,0.9817,0.3358,0.5875,0.3358,0.4042,0.5305,0.4406,0.4042,0.9991,0.1984,0.4268,0.311,0.7887,0.4268,0.9904,0.1194,0.1762,0.1175,0.5333,0.1762,0.9931,0.108
111,0.8154,0.8083,0.9857,0.9822,0.3416,0.5951,0.3416,0.4153,0.518,0.4701,0.4153,0.999,0.1982,0.4363,0.3203,0.7914,0.4363,0.9909,0.1237,0.1733,0.1154,0.5237,0.1733,0.9932,0.1069
112,0.8154,0.8061,0.9857,0.9813,0.332,0.5811,0.332,0.4019,0.5329,0.4337,0.4019,0.9992,0.1949,0.4196,0.3054,0.7813,0.4196,0.9902,0.1161,0.1745,0.1167,0.5282,0.1745,0.993,0.1068
113,0.8155,0.8067,0.9856,0.9809,0.3339,0.5901,0.3339,0.4141,0.5166,0.4646,0.4141,0.999,0.1969,0.414,0.3013,0.7713,0.414,0.9902,0.1167,0.1736,0.1157,0.5344,0.1736,0.9926,0.1067
114,0.8155,0.8079,0.9856,0.9821,0.3386,0.5905,0.3386,0.4105,0.5187,0.4587,0.4105,0.999,0.1978,0.4287,0.3156,0.7772,0.4287,0.991,0.1219,0.1765,0.1176,0.5356,0.1765,0.9931,0.108
115,0.8154,0.8072,0.9856,0.981,0.3304,0.5725,0.3304,0.4005,0.5004,0.4364,0.4005,0.9991,0.1932,0.4174,0.315,0.7232,0.4174,0.9915,0.1251,0.1732,0.1142,0.5577,0.1732,0.9917,0.1018
116,0.8155,0.8077,0.9856,0.982,0.3385,0.5915,0.3385,0.4116,0.516,0.4735,0.4116,0.9989,0.1934,0.4322,0.3155,0.7957,0.4322,0.9905,0.1211,0.1718,0.1152,0.5054,0.1718,0.9934,0.108
117,0.8155,0.8072,0.9856,0.981,0.335,0.5982,0.335,0.4126,0.5066,0.488,0.4126,0.9987,0.1907,0.4227,0.3048,0.8121,0.4227,0.9893,0.1143,0.1696,0.1138,0.4945,0.1696,0.9935,0.1073
118,0.8155,0.8072,0.9857,0.9801,0.3251,0.5763,0.3251,0.397,0.5237,0.4252,0.397,0.9992,0.1912,0.4044,0.2949,0.7581,0.4044,0.99,0.1141,0.1739,0.1158,0.5458,0.1739,0.9921,0.1049
119,0.8156,0.8062,0.9857,0.9785,0.3234,0.5908,0.3234,0.4091,0.5175,0.4566,0.4091,0.999,0.1934,0.3904,0.2749,0.8002,0.3904,0.9877,0.1037,0.1708,0.1146,0.5155,0.1708,0.9926,0.1073
120,0.8154,0.8056,0.9857,0.9817,0.3365,0.5894,0.3365,0.4063,0.5267,0.4621,0.4063,0.9989,0.1921,0.435,0.3156,0.8211,0.435,0.9898,0.1156,0.1683,0.1134,0.4851,0.1683,0.9937,0.1075
121,0.8154,0.8051,0.9856,0.9805,0.3298,0.5855,0.3298,0.4069,0.516,0.457,0.4069,0.999,0.1925,0.4124,0.2974,0.7861,0.4124,0.9896,0.1128,0.17,0.1139,0.5134,0.17,0.9928,0.1065
122,0.8155,0.8089,0.9855,0.9818,0.3397,0.5962,0.3397,0.4141,0.5234,0.4688,0.4141,0.9989,0.1992,0.4308,0.3138,0.798,0.4308,0.9903,0.1202,0.1744,0.1163,0.5216,0.1744,0.9933,0.1074
123,0.8154,0.8073,0.9857,0.9806,0.3324,0.59,0.3324,0.4085,0.5329,0.4571,0.4085,0.999,0.1939,0.4164,0.3001,0.7944,0.4164,0.9895,0.1146,0.1723,0.1153,0.5184,0.1723,0.9929,0.1065
124,0.8154,0.8075,0.9856,0.9822,0.3405,0.5955,0.3405,0.4158,0.5125,0.4837,0.4158,0.9989,0.1949,0.4345,0.318,0.7961,0.4345,0.9907,0.1216,0.1712,0.1146,0.5067,0.1712,0.9934,0.1079
125,0.8155,0.8064,0.9857,0.9792,0.3273,0.5865,0.3273,0.4045,0.5248,0.4409,0.4045,0.9991,0.1933,0.4049,0.2908,0.784,0.4049,0.989,0.1114,0.1724,0.1149,0.5346,0.1724,0.992,0.1057
126,0.8155,0.8054,0.9856,0.9804,0.3283,0.5866,0.3283,0.4034,0.5075,0.4599,0.4034,0.999,0.1885,0.4134,0.2967,0.7977,0.4134,0.9893,0.1113,0.1682,0.1129,0.5023,0.1682,0.993,0.1064
127,0.8154,0.8065,0.9857,0.9805,0.3315,0.5887,0.3315,0.4026,0.5352,0.4358,0.4026,0.9991,0.1962,0.4164,0.3003,0.793,0.4164,0.9896,0.1146,0.1754,0.1168,0.5372,0.1754,0.9927,0.1057
128,0.8154,0.8073,0.9856,0.9821,0.3417,0.5931,0.3417,0.4148,0.5412,0.4568,0.4148,0.999,0.2013,0.4358,0.3176,0.8038,0.4358,0.9905,0.121,0.1746,0.1169,0.5187,0.1746,0.9934,0.1084
129,0.8155,0.8057,0.9857,0.9812,0.3345,0.5925,0.3345,0.4165,0.5098,0.4898,0.4165,0.9988,0.1893,0.4212,0.3033,0.8067,0.4212,0.9896,0.1121,0.1659,0.1118,0.4809,0.1659,0.9935,0.1071
130,0.8155,0.8081,0.9856,0.9811,0.3339,0.5916,0.3339,0.4091,0.5167,0.4651,0.4091,0.9989,0.1912,0.422,0.3039,0.8048,0.422,0.9896,0.1145,0.1708,0.1146,0.5048,0.1708,0.9933,0.1075
131,0.8155,0.807,0.9856,0.9817,0.3342,0.5835,0.3342,0.4015,0.5112,0.4366,0.4015,0.9991,0.1946,0.4258,0.314,0.7691,0.4258,0.991,0.1212,0.1752,0.1164,0.5447,0.1752,0.9927,0.1056
132,0.8154,0.8059,0.9857,0.9795,0.3247,0.5837,0.3247,0.3996,0.5239,0.4467,0.3996,0.9989,0.1885,0.4047,0.2891,0.7957,0.4047,0.9886,0.1085,0.1698,0.1141,0.5086,0.1698,0.9927,0.1067
133,0.8154,0.8062,0.9856,0.9828,0.3441,0.595,0.3441,0.4103,0.5379,0.4589,0.4103,0.999,0.1995,0.4478,0.3301,0.8069,0.4478,0.9911,0.1256,0.1743,0.1163,0.5191,0.1743,0.9935,0.1081
134,0.8155,0.8067,0.9856,0.981,0.3239,0.5642,0.3239,0.3873,0.5194,0.4096,0.3873,0.9992,0.188,0.4119,0.3094,0.7287,0.4119,0.9912,0.1215,0.1724,0.1138,0.5544,0.1724,0.9919,0.1015
135,0.8155,0.8078,0.9856,0.9824,0.3418,0.5894,0.3418,0.4111,0.5251,0.4422,0.4111,0.9991,0.2016,0.4358,0.3233,0.7716,0.4358,0.9914,0.1266,0.1785,0.1183,0.5543,0.1785,0.9929,0.1063
136,0.8154,0.8052,0.9855,0.9811,0.3315,0.5864,0.3315,0.4019,0.5446,0.4405,0.4019,0.9991,0.1955,0.42,0.302,0.8066,0.42,0.9895,0.1125,0.1726,0.1158,0.5121,0.1726,0.9933,0.1083
137,0.8155,0.8074,0.9856,0.9818,0.3392,0.5937,0.3392,0.4129,0.5333,0.4578,0.4129,0.999,0.1996,0.4294,0.3134,0.7908,0.4294,0.9906,0.1198,0.1751,0.1167,0.5325,0.1751,0.9931,0.1075
138,0.8155,0.8074,0.9856,0.9811,0.3374,0.5972,0.3374,0.4196,0.5227,0.4753,0.4196,0.9989,0.1986,0.4188,0.3021,0.7945,0.4188,0.9899,0.1159,0.1739,0.1161,0.522,0.1739,0.9931,0.1079
139,0.8155,0.8066,0.9856,0.9816,0.3351,0.5884,0.3351,0.4063,0.5208,0.4652,0.4063,0.9989,0.1906,0.4302,0.3112,0.8128,0.4302,0.9899,0.1163,0.1688,0.1138,0.4871,0.1688,0.9936,0.108
140,0.8155,0.8073,0.9856,0.9823,0.3418,0.594,0.3418,0.4077,0.5504,0.4385,0.4077,0.9992,0.2019,0.4403,0.3217,0.8055,0.4403,0.9908,0.1226,0.1774,0.118,0.5381,0.1774,0.9932,0.1076
141,0.8155,0.806,0.9857,0.9821,0.3328,0.577,0.3328,0.393,0.5176,0.436,0.393,0.9991,0.1893,0.4338,0.319,0.7866,0.4338,0.9908,0.1203,0.1715,0.1152,0.5083,0.1715,0.9933,0.1075
142,0.8155,0.8081,0.9855,0.982,0.3379,0.5878,0.3379,0.4059,0.5268,0.4537,0.4059,0.999,0.1961,0.4316,0.3171,0.7815,0.4316,0.9908,0.1231,0.1761,0.1176,0.528,0.1761,0.9932,0.1083
143,0.8154,0.8071,0.9857,0.9813,0.335,0.5899,0.335,0.4067,0.5445,0.449,0.4067,0.999,0.1941,0.427,0.3062,0.8215,0.427,0.9894,0.1133,0.1714,0.1155,0.4992,0.1714,0.9935,0.1085
144,0.8155,0.8069,0.9856,0.9807,0.3322,0.5895,0.3322,0.4043,0.5343,0.4495,0.4043,0.999,0.1935,0.4206,0.3019,0.8079,0.4206,0.9894,0.1134,0.1715,0.115,0.5112,0.1715,0.993,0.1072
145,0.8155,0.8064,0.9857,0.982,0.3394,0.5969,0.3394,0.4109,0.5185,0.4775,0.4109,0.9988,0.1933,0.4373,0.3195,0.8125,0.4373,0.9903,0.1192,0.17,0.1137,0.5007,0.17,0.9935,0.1063
146,0.8154,0.8073,0.9857,0.9792,0.322,0.5867,0.322,0.3989,0.5067,0.4672,0.3989,0.9988,0.1818,0.4024,0.2858,0.807,0.4024,0.988,0.1061,0.1647,0.1109,0.486,0.1647,0.993,0.1051
147,0.8154,0.8097,0.9857,0.9822,0.3404,0.5969,0.3404,0.4118,0.528,0.4728,0.4118,0.9989,0.1957,0.4354,0.317,0.8097,0.4354,0.9904,0.1193,0.1741,0.1168,0.5083,0.1741,0.9936,0.1101
148,0.8155,0.8054,0.9856,0.9814,0.335,0.591,0.335,0.4099,0.5196,0.4672,0.4099,0.999,0.1942,0.4243,0.3077,0.7954,0.4243,0.9901,0.1158,0.1708,0.1144,0.5105,0.1708,0.9932,0.1077
149,0.8154,0.8055,0.9857,0.9818,0.3368,0.5881,0.3368,0.4036,0.5344,0.4407,0.4036,0.9991,0.1995,0.4307,0.3146,0.7906,0.4307,0.9906,0.1199,0.1761,0.1173,0.5331,0.1761,0.9931,0.1072
150,0.8154,0.8072,0.9857,0.9815,0.3371,0.5935,0.3371,0.4087,0.5264,0.462,0.4087,0.9989,0.193,0.4315,0.3119,0.8193,0.4315,0.9897,0.1156,0.1712,0.115,0.4992,0.1712,0.9936,0.1077
