epoch,train_loss,val_loss,train_acc,val_acc,total_dice,total_recall,total_f1_score,dice_wt,precision_wt,recall_wt,f1_wt,specificity_wt,boundary_dice_wt,dice_tc,precision_tc,recall_tc,f1_tc,specificity_tc,boundary_dice_tc,dice_et,precision_et,recall_et,f1_et,specificity_et,boundary_dice_et
97,0.6979,0.7071,0.9927,0.9907,0.4602,0.5942,0.4531,0.3266,0.3807,0.3958,0.3266,0.9983,0.1864,0.5679,0.4648,0.8377,0.5679,0.9941,0.2571,0.4861,0.4818,0.549,0.4646,0.9991,0.3987
98,0.6977,0.7082,0.9927,0.9886,0.4399,0.603,0.4364,0.3296,0.3562,0.4169,0.3296,0.9979,0.179,0.5254,0.4267,0.813,0.5254,0.9929,0.2275,0.4648,0.4504,0.5791,0.454,0.9984,0.3759
99,0.6978,0.7074,0.9927,0.9902,0.4552,0.6111,0.4481,0.3201,0.3375,0.41,0.3201,0.9978,0.1834,0.5702,0.4744,0.8297,0.5702,0.9945,0.2596,0.4754,0.4394,0.5936,0.4539,0.9987,0.3787
100,0.6979,0.7069,0.9927,0.99,0.457,0.6022,0.4498,0.3359,0.382,0.4096,0.3359,0.9982,0.1868,0.5519,0.4528,0.8242,0.5519,0.9937,0.2486,0.4832,0.4661,0.5728,0.4617,0.9988,0.387
101,0.6979,0.7094,0.9927,0.9898,0.4384,0.6006,0.4312,0.3013,0.3243,0.3902,0.3013,0.9974,0.1677,0.5584,0.4738,0.7809,0.5584,0.9953,0.2557,0.4554,0.3926,0.6308,0.4339,0.9979,0.343
102,0.698,0.7071,0.9927,0.9907,0.4628,0.6024,0.4556,0.3321,0.3697,0.4145,0.3321,0.9981,0.19,0.5688,0.4699,0.8283,0.5688,0.9944,0.2604,0.4874,0.4682,0.5646,0.4659,0.999,0.4003
103,0.6979,0.7069,0.9928,0.9903,0.4559,0.6084,0.4488,0.3247,0.3585,0.4102,0.3247,0.9979,0.1844,0.5643,0.4651,0.8259,0.5643,0.9944,0.2531,0.4788,0.4455,0.5891,0.4573,0.9987,0.3804
104,0.698,0.708,0.9927,0.9899,0.4475,0.6015,0.4439,0.3331,0.364,0.4056,0.3331,0.9981,0.1857,0.5484,0.4544,0.8058,0.5484,0.9941,0.2496,0.461,0.4269,0.5929,0.4502,0.9984,0.3739
105,0.6979,0.708,0.9927,0.989,0.4493,0.5944,0.4422,0.3276,0.354,0.4005,0.3276,0.9982,0.1818,0.5366,0.4355,0.8299,0.5366,0.9926,0.2348,0.4838,0.4863,0.553,0.4623,0.9989,0.3878
106,0.6978,0.7079,0.9927,0.9884,0.4417,0.6099,0.4381,0.3253,0.3381,0.4274,0.3253,0.9976,0.1826,0.5306,0.4277,0.8303,0.5306,0.9928,0.2264,0.4692,0.4622,0.5721,0.4584,0.9986,0.3899
107,0.6979,0.708,0.9928,0.9884,0.441,0.607,0.4374,0.3303,0.3539,0.4195,0.3303,0.9978,0.179,0.5266,0.4275,0.8186,0.5266,0.9927,0.2291,0.466,0.4508,0.583,0.4552,0.9984,0.381
108,0.6979,0.7069,0.9927,0.9904,0.4584,0.613,0.4512,0.328,0.3533,0.4292,0.328,0.9977,0.1848,0.5694,0.4782,0.8258,0.5694,0.9946,0.2554,0.4778,0.4494,0.5839,0.4563,0.9988,0.3835
109,0.6978,0.7079,0.9927,0.9886,0.4489,0.6075,0.4417,0.3313,0.3474,0.435,0.3313,0.9977,0.1819,0.5318,0.4292,0.8293,0.5318,0.9928,0.2275,0.4836,0.4781,0.5582,0.462,0.9988,0.3954
110,0.6978,0.7067,0.9927,0.9902,0.4567,0.609,0.4496,0.3197,0.3409,0.4164,0.3197,0.9977,0.1828,0.5652,0.4593,0.8431,0.5652,0.9942,0.2455,0.4853,0.4711,0.5674,0.4638,0.999,0.3935
111,0.6978,0.7086,0.9927,0.9894,0.437,0.6003,0.4334,0.3186,0.3379,0.4058,0.3186,0.9977,0.1772,0.5408,0.4496,0.7904,0.5408,0.9944,0.2432,0.4517,0.4172,0.6046,0.4409,0.998,0.3569
112,0.6979,0.7081,0.9927,0.9889,0.4418,0.6065,0.4347,0.3047,0.308,0.4176,0.3047,0.9972,0.1707,0.5478,0.4506,0.8145,0.5478,0.9939,0.2458,0.473,0.4397,0.5874,0.4515,0.9985,0.3746
113,0.6978,0.7093,0.9927,0.9879,0.4304,0.5958,0.4268,0.3146,0.3378,0.4053,0.3146,0.9976,0.1698,0.5179,0.423,0.8048,0.5179,0.9927,0.2267,0.4586,0.4443,0.5773,0.4479,0.9982,0.3696
114,0.6979,0.7075,0.9927,0.9908,0.4571,0.6089,0.4499,0.3199,0.3556,0.4038,0.3199,0.9979,0.1815,0.5747,0.4803,0.8151,0.5747,0.9951,0.2635,0.4767,0.4277,0.6077,0.4552,0.9986,0.3792
115,0.6978,0.7068,0.9927,0.991,0.4604,0.6074,0.4532,0.3286,0.3749,0.4029,0.3286,0.9982,0.1874,0.5719,0.4726,0.8257,0.5719,0.9948,0.2576,0.4806,0.4417,0.5937,0.4591,0.9988,0.3806
116,0.6977,0.7075,0.9927,0.9898,0.4507,0.6047,0.4471,0.342,0.3709,0.4282,0.342,0.998,0.1859,0.5421,0.4464,0.8082,0.5421,0.9939,0.2373,0.4681,0.4538,0.5776,0.4574,0.9986,0.3817
117,0.6978,0.7073,0.9928,0.99,0.4523,0.6039,0.4487,0.3373,0.368,0.4229,0.3373,0.9981,0.1882,0.5453,0.4453,0.8208,0.5453,0.9939,0.2334,0.4743,0.4703,0.5679,0.4636,0.9988,0.3919
118,0.698,0.7077,0.9927,0.9903,0.4517,0.6017,0.4445,0.3152,0.3376,0.3916,0.3152,0.9979,0.1759,0.5677,0.4749,0.8126,0.5677,0.9947,0.2642,0.4722,0.4224,0.601,0.4507,0.9985,0.3704
119,0.6979,0.707,0.9927,0.9909,0.4597,0.5994,0.4525,0.3172,0.3671,0.3889,0.3172,0.9982,0.1829,0.5757,0.4751,0.8353,0.5757,0.9946,0.261,0.4863,0.4668,0.5739,0.4648,0.999,0.389
120,0.6978,0.7073,0.9927,0.9901,0.4519,0.606,0.4447,0.3174,0.3326,0.4103,0.3174,0.9976,0.1815,0.5611,0.4646,0.8184,0.5611,0.9946,0.2492,0.4771,0.4439,0.5894,0.4556,0.9986,0.378
121,0.6978,0.7074,0.9927,0.9904,0.452,0.6023,0.4448,0.3048,0.3303,0.3954,0.3048,0.9976,0.1716,0.5717,0.4767,0.8161,0.5717,0.995,0.2602,0.4794,0.4389,0.5954,0.4579,0.9987,0.3809
122,0.6978,0.7072,0.9927,0.9895,0.452,0.6095,0.4449,0.3235,0.3466,0.4195,0.3235,0.9978,0.1805,0.5532,0.4567,0.8392,0.5532,0.9936,0.2402,0.4794,0.4625,0.5697,0.4579,0.9989,0.3865
123,0.6978,0.7084,0.9927,0.9893,0.4403,0.6052,0.4367,0.3305,0.3521,0.4142,0.3305,0.9978,0.1814,0.5393,0.4467,0.7942,0.5393,0.9941,0.243,0.451,0.4171,0.6072,0.4403,0.998,0.359
124,0.6979,0.7071,0.9927,0.9894,0.4522,0.6093,0.445,0.3249,0.3342,0.432,0.3249,0.9975,0.1824,0.5492,0.4495,0.8248,0.5492,0.9937,0.2433,0.4824,0.4658,0.5711,0.4609,0.9988,0.3913
125,0.6979,0.7071,0.9927,0.9907,0.4582,0.5992,0.451,0.3085,0.3479,0.3983,0.3085,0.9977,0.1753,0.5798,0.4786,0.8351,0.5798,0.9948,0.2629,0.4863,0.4687,0.5644,0.4648,0.9991,0.3907
126,0.6979,0.7083,0.9927,0.9897,0.4496,0.5994,0.4424,0.3234,0.3498,0.4041,0.3234,0.998,0.1793,0.5472,0.4499,0.8169,0.5472,0.9938,0.2429,0.4781,0.4529,0.5771,0.4566,0.9987,0.3786
127,0.6978,0.7077,0.9927,0.9896,0.445,0.6029,0.4378,0.3004,0.3111,0.3987,0.3004,0.9973,0.1683,0.5581,0.4613,0.8169,0.5581,0.9945,0.2493,0.4764,0.4389,0.5932,0.4549,0.9986,0.372
128,0.6979,0.7071,0.9927,0.9911,0.4593,0.6028,0.4521,0.3183,0.366,0.386,0.3183,0.9982,0.1815,0.5793,0.4824,0.8231,0.5793,0.9951,0.2683,0.4802,0.4399,0.5994,0.4587,0.9988,0.3749
129,0.6978,0.7081,0.9927,0.9901,0.4481,0.6054,0.441,0.3154,0.3376,0.4096,0.3154,0.9976,0.1748,0.5622,0.474,0.7926,0.5622,0.9951,0.259,0.4668,0.4156,0.6138,0.4453,0.9982,0.3602
130,0.6979,0.7064,0.9927,0.9902,0.4573,0.6062,0.4502,0.3221,0.357,0.407,0.3221,0.998,0.1835,0.567,0.4644,0.839,0.567,0.994,0.2534,0.483,0.4651,0.5727,0.4614,0.9989,0.3874
131,0.6977,0.7074,0.9927,0.9893,0.4509,0.6077,0.4437,0.3281,0.3476,0.422,0.3281,0.9978,0.1822,0.5434,0.443,0.8255,0.5434,0.9934,0.2388,0.481,0.4601,0.5756,0.4595,0.9987,0.3869
132,0.6978,0.7072,0.9927,0.9904,0.4557,0.603,0.4485,0.3112,0.3374,0.3972,0.3112,0.9978,0.1791,0.5701,0.4685,0.8357,0.5701,0.9945,0.2576,0.4857,0.4633,0.5762,0.4642,0.9989,0.3903
133,0.6979,0.7071,0.9928,0.9898,0.4594,0.6021,0.4523,0.3415,0.3857,0.4207,0.3415,0.9982,0.1923,0.5492,0.4448,0.8388,0.5492,0.9933,0.239,0.4876,0.4934,0.5468,0.4661,0.999,0.3995
134,0.6979,0.7067,0.9928,0.9901,0.458,0.6007,0.4508,0.3276,0.3595,0.4152,0.3276,0.998,0.1839,0.5601,0.4528,0.8475,0.5601,0.9937,0.2418,0.4861,0.4985,0.5393,0.4646,0.9992,0.3966
135,0.6979,0.7086,0.9927,0.9883,0.4339,0.6037,0.4303,0.3307,0.3581,0.4161,0.3307,0.9979,0.1774,0.5168,0.4183,0.8019,0.5168,0.993,0.2212,0.4541,0.4282,0.593,0.4433,0.998,0.363
136,0.6979,0.7073,0.9928,0.991,0.4635,0.61,0.4564,0.3204,0.3558,0.4095,0.3204,0.9978,0.1836,0.5818,0.4802,0.8375,0.5818,0.995,0.263,0.4884,0.4616,0.583,0.4669,0.999,0.3997
137,0.6978,0.7075,0.9928,0.9885,0.4483,0.6028,0.4411,0.3273,0.3519,0.4158,0.3273,0.9979,0.1796,0.534,0.4304,0.8367,0.534,0.9924,0.2317,0.4836,0.4829,0.5559,0.4621,0.9989,0.3912
138,0.6978,0.7069,0.9927,0.99,0.4548,0.607,0.4476,0.3222,0.3362,0.421,0.3222,0.9977,0.1823,0.5596,0.4586,0.83,0.5596,0.9941,0.2489,0.4825,0.465,0.5699,0.461,0.9989,0.3882
139,0.6978,0.7069,0.9927,0.9906,0.4585,0.6053,0.4514,0.3267,0.3582,0.4078,0.3267,0.9981,0.1862,0.5645,0.4633,0.8298,0.5645,0.9944,0.2509,0.4843,0.4612,0.5783,0.4628,0.9988,0.3868
140,0.6978,0.7076,0.9928,0.9896,0.4497,0.6074,0.4425,0.3199,0.3405,0.4045,0.3199,0.9979,0.1778,0.5521,0.4571,0.8335,0.5521,0.9937,0.2404,0.4772,0.4492,0.5841,0.4557,0.9987,0.3789
141,0.6978,0.7073,0.9927,0.9906,0.4596,0.6029,0.4525,0.3208,0.3562,0.4115,0.3208,0.9979,0.1834,0.571,0.4686,0.8365,0.571,0.9944,0.2566,0.4871,0.4704,0.5607,0.4656,0.9991,0.4007
142,0.6978,0.7074,0.9928,0.9908,0.46,0.6101,0.4528,0.3302,0.3636,0.4163,0.3302,0.998,0.1893,0.573,0.4777,0.8177,0.573,0.995,0.264,0.4766,0.4358,0.5963,0.4551,0.9987,0.38
143,0.6979,0.708,0.9927,0.9891,0.4421,0.6013,0.4385,0.3249,0.3484,0.4151,0.3249,0.9978,0.1787,0.5331,0.4346,0.8152,0.5331,0.9935,0.228,0.4682,0.4581,0.5735,0.4574,0.9985,0.3821
144,0.6978,0.7072,0.9927,0.9902,0.4554,0.6081,0.4482,0.3166,0.3257,0.4172,0.3166,0.9976,0.1803,0.5697,0.4742,0.8194,0.5697,0.9947,0.2653,0.4799,0.4479,0.5876,0.4583,0.9988,0.3825
145,0.6978,0.7073,0.9927,0.9905,0.4536,0.6035,0.4464,0.318,0.3383,0.401,0.318,0.9979,0.1804,0.5671,0.4729,0.8139,0.5671,0.9948,0.2582,0.4757,0.4361,0.5957,0.4542,0.9986,0.3739
146,0.6977,0.7072,0.9927,0.9904,0.4563,0.6029,0.4527,0.3486,0.3964,0.4285,0.3486,0.9982,0.1935,0.5493,0.456,0.8025,0.5493,0.9944,0.2433,0.4709,0.4474,0.5777,0.4602,0.9986,0.3897
147,0.6979,0.708,0.9927,0.9886,0.443,0.5995,0.4394,0.3343,0.3689,0.4124,0.3343,0.9981,0.1843,0.5228,0.4195,0.8291,0.5228,0.9924,0.2185,0.4717,0.4788,0.557,0.461,0.9987,0.3898
148,0.6978,0.708,0.9927,0.9887,0.444,0.6053,0.4404,0.341,0.3662,0.4289,0.341,0.9979,0.1836,0.5266,0.4318,0.8035,0.5266,0.993,0.2358,0.4644,0.4485,0.5835,0.4536,0.9984,0.3772
149,0.6977,0.7069,0.9927,0.9907,0.4578,0.5995,0.4506,0.3251,0.3604,0.3984,0.3251,0.9982,0.1855,0.5629,0.4662,0.8182,0.5629,0.9946,0.2488,0.4853,0.4559,0.5818,0.4638,0.9987,0.3842
150,0.6978,0.7081,0.9927,0.9888,0.4417,0.61,0.4381,0.3271,0.3362,0.4347,0.3271,0.9975,0.1798,0.5357,0.4388,0.8084,0.5357,0.9935,0.238,0.4623,0.4427,0.587,0.4515,0.9984,0.378
